"CaseId";"EventName";"Timestamp"
"10350";"Receive Payment";"2017-09-08T18:33:59"
"10350";"Ship Goods Standard";"2017-09-10T20:51:57"
"10350";"Receive Delivery Confirmation";"2017-09-20T08:36:00"
"10351";"Receive Customer Order";"2017-07-28T22:21:17"
"10351";"Receive Payment";"2017-07-31T05:17:06"
"10351";"Ship Goods Standard";"2017-07-31T16:49:59"
"10351";"Receive Delivery Confirmation";"2017-08-10T03:30:36"
"10352";"Receive Customer Order";"2017-07-05T00:57:13"
"10352";"Receive Payment";"2017-07-06T06:34:45"
"10352";"Ship Goods Standard";"2017-07-08T10:25:35"
"10352";"Receive Delivery Confirmation";"2017-07-24T06:13:34"
"10353";"Receive Customer Order";"2017-08-14T16:08:33"
"10353";"Receive Payment";"2017-08-17T22:45:27"
"10353";"Ship Goods Standard";"2017-08-22T18:04:32"
"10353";"Receive Delivery Confirmation";"2017-08-30T18:45:29"
"10354";"Receive Customer Order";"2017-07-16T21:46:25"
"10354";"Receive Payment";"2017-07-19T11:11:50"
"10354";"Ship Goods Standard";"2017-07-23T11:18:52"
"10354";"Receive Delivery Confirmation";"2017-08-10T13:11:10"
"10355";"Receive Customer Order";"2017-08-06T16:58:22"
"10355";"Receive Payment";"2017-08-08T08:07:01"
"10355";"Ship Goods Standard";"2017-08-10T13:52:18"
"10355";"Receive Delivery Confirmation";"2017-08-29T17:30:08"
"10356";"Receive Customer Order";"2017-08-06T04:01:10"
"10356";"Receive Payment";"2017-08-07T13:42:15"
"10356";"Ship Goods Standard";"2017-08-11T16:28:19"
"10356";"Receive Delivery Confirmation";"2017-08-21T14:18:25"
"10357";"Receive Customer Order";"2017-09-19T05:27:04"
"10357";"Receive Payment";"2017-09-21T19:56:53"
"10357";"Ship Goods Standard";"2017-09-22T06:22:46"
"10357";"Receive Delivery Confirmation";"2017-10-01T13:04:29"
"10358";"Receive Customer Order";"2017-07-08T08:56:38"
"10358";"Receive Payment";"2017-07-10T17:35:04"
"10358";"Ship Goods Standard";"2017-07-14T01:34:44"
"10358";"Receive Delivery Confirmation";"2017-07-18T16:54:15"
"10359";"Receive Customer Order";"2017-06-30T10:49:01"
"10359";"Receive Payment";"2017-07-01T17:39:23"
"10359";"Ship Goods Standard";"2017-07-02T11:46:36"
"10359";"Receive Delivery Confirmation";"2017-07-14T04:03:47"
"10360";"Receive Customer Order";"2017-06-02T01:11:33"
"10360";"Receive Payment";"2017-06-03T22:12:23"
"10360";"Ship Goods Standard";"2017-06-08T19:05:56"
"10360";"Receive Delivery Confirmation";"2017-06-21T17:42:45"
"10361";"Receive Customer Order";"2017-07-24T01:50:08"
"10361";"Receive Payment";"2017-07-28T13:25:42"
"10361";"Ship Goods Standard";"2017-07-30T11:27:34"
"10361";"Receive Delivery Confirmation";"2017-08-16T04:31:33"
"10362";"Receive Customer Order";"2017-07-06T20:41:36"
"10362";"Receive Payment";"2017-07-09T06:36:47"
"10362";"Ship Goods Standard";"2017-07-12T19:58:43"
"10362";"Receive Delivery Confirmation";"2017-07-30T09:46:23"
"10363";"Receive Customer Order";"2017-06-16T05:29:36"
"10363";"Receive Payment";"2017-06-17T05:33:08"
"10363";"Ship Goods Standard";"2017-06-20T11:03:05"
"10363";"Receive Delivery Confirmation";"2017-06-30T03:47:49"
"10364";"Receive Customer Order";"2017-09-26T10:35:02"
"10364";"Receive Payment";"2017-09-30T19:39:41"
"10364";"Ship Goods Standard";"2017-10-05T11:57:26"
"10364";"Receive Delivery Confirmation";"2017-10-10T06:36:18"
"10365";"Receive Customer Order";"2017-08-22T08:05:10"
"10365";"Receive Payment";"2017-08-26T08:11:37"
"10365";"Ship Goods Standard";"2017-08-28T04:48:36"
"10365";"Receive Delivery Confirmation";"2017-09-17T01:19:16"
"10366";"Receive Customer Order";"2017-08-15T19:43:03"
"10366";"Receive Payment";"2017-08-18T23:32:28"
"10366";"Ship Goods Standard";"2017-08-19T09:24:56"
"10366";"Receive Delivery Confirmation";"2017-09-04T10:55:05"
"10367";"Receive Customer Order";"2017-09-12T04:51:58"
"10367";"Receive Payment";"2017-09-14T22:25:04"
"10367";"Ship Goods Standard";"2017-09-18T22:52:20"
"10367";"Receive Delivery Confirmation";"2017-09-27T04:10:58"
"10368";"Receive Customer Order";"2017-06-05T05:33:16"
"10368";"Receive Payment";"2017-06-09T09:37:44"
"10368";"Ship Goods Standard";"2017-06-10T04:04:58"
"10368";"Receive Delivery Confirmation";"2017-06-22T07:35:42"
"10369";"Receive Customer Order";"2017-06-25T12:41:54"
"10369";"Receive Payment";"2017-06-27T08:17:17"
"10369";"Ship Goods Standard";"2017-06-27T11:51:24"
"10369";"Receive Delivery Confirmation";"2017-07-14T17:16:26"
"10370";"Receive Customer Order";"2017-09-12T18:18:56"
"10370";"Receive Payment";"2017-09-14T06:42:17"
"10370";"Ship Goods Standard";"2017-09-15T09:24:20"
"10370";"Receive Delivery Confirmation";"2017-09-30T16:02:34"
"10371";"Receive Customer Order";"2017-09-16T16:16:05"
"10371";"Receive Payment";"2017-09-19T20:57:00"
"10371";"Ship Goods Standard";"2017-09-24T05:19:01"
"10371";"Receive Delivery Confirmation";"2017-10-13T23:33:42"
"10372";"Receive Customer Order";"2017-07-24T04:03:24"
"10372";"Receive Payment";"2017-07-28T10:18:35"
"10372";"Ship Goods Standard";"2017-08-01T18:57:21"
"10372";"Receive Delivery Confirmation";"2017-08-14T06:12:53"
"10373";"Receive Customer Order";"2017-07-08T11:24:08"
"10373";"Receive Payment";"2017-07-10T03:45:01"
"10373";"Ship Goods Standard";"2017-07-11T06:12:57"
"10373";"Receive Delivery Confirmation";"2017-07-28T19:33:36"
"10374";"Receive Customer Order";"2017-09-07T21:25:29"
"10374";"Receive Payment";"2017-09-09T01:09:07"
"10374";"Ship Goods Standard";"2017-09-10T02:55:56"
"10374";"Receive Delivery Confirmation";"2017-09-14T08:01:04"
"10375";"Receive Customer Order";"2017-07-16T15:43:15"
"10375";"Receive Payment";"2017-07-21T06:14:02"
"10375";"Ship Goods Standard";"2017-07-24T16:46:39"
"10375";"Receive Delivery Confirmation";"2017-07-28T17:29:54"
"10376";"Receive Customer Order";"2017-07-21T13:02:21"
"10376";"Receive Payment";"2017-07-23T15:13:27"
"10376";"Ship Goods Standard";"2017-07-27T14:59:18"
"10376";"Receive Delivery Confirmation";"2017-08-08T15:17:15"
"10377";"Receive Customer Order";"2017-07-10T05:54:26"
"10377";"Receive Payment";"2017-07-12T08:51:15"
"10377";"Ship Goods Standard";"2017-07-15T05:51:56"
"10377";"Receive Delivery Confirmation";"2017-07-23T11:40:56"
"10378";"Receive Customer Order";"2017-08-31T10:29:39"
"10378";"Receive Payment";"2017-09-02T10:50:48"
"10378";"Ship Goods Standard";"2017-09-04T06:36:07"
"10378";"Receive Delivery Confirmation";"2017-09-12T02:33:43"
"10379";"Receive Customer Order";"2017-08-30T06:43:03"
"10379";"Receive Payment";"2017-09-01T01:16:13"
"10379";"Ship Goods Standard";"2017-09-05T02:53:16"
"10379";"Receive Delivery Confirmation";"2017-09-20T07:46:25"
"10380";"Receive Customer Order";"2017-06-15T11:55:42"
"10380";"Receive Payment";"2017-06-17T05:42:31"
"10380";"Ship Goods Standard";"2017-06-17T14:07:26"
"10380";"Receive Delivery Confirmation";"2017-06-24T21:37:36"
"10381";"Receive Customer Order";"2017-09-19T23:04:57"
"10381";"Receive Payment";"2017-09-24T05:16:24"
"10381";"Ship Goods Standard";"2017-09-26T00:20:34"
"10381";"Receive Delivery Confirmation";"2017-10-01T01:05:25"
"10382";"Receive Customer Order";"2017-07-22T06:00:03"
"10382";"Receive Payment";"2017-07-27T04:39:19"
"10382";"Ship Goods Standard";"2017-07-27T15:28:15"
"10382";"Receive Delivery Confirmation";"2017-08-09T10:59:24"
"10383";"Receive Customer Order";"2017-07-23T14:53:33"
"10383";"Receive Payment";"2017-07-27T06:02:34"
"10383";"Ship Goods Standard";"2017-07-31T14:19:43"
"10383";"Receive Delivery Confirmation";"2017-08-11T13:56:05"
"10384";"Receive Customer Order";"2017-08-18T03:13:27"
"10384";"Receive Payment";"2017-08-19T21:22:13"
"10384";"Ship Goods Standard";"2017-08-24T10:34:17"
"10384";"Receive Delivery Confirmation";"2017-09-08T22:41:10"
"10385";"Receive Customer Order";"2017-09-02T00:46:04"
"10385";"Receive Payment";"2017-09-05T11:19:31"
"10385";"Ship Goods Standard";"2017-09-06T06:46:56"
"10385";"Receive Delivery Confirmation";"2017-09-21T09:04:34"
"10386";"Receive Customer Order";"2017-08-14T10:08:25"
"10386";"Receive Payment";"2017-08-17T16:31:29"
"10386";"Ship Goods Standard";"2017-08-21T16:42:02"
"10386";"Receive Delivery Confirmation";"2017-09-05T03:07:12"
"10387";"Receive Customer Order";"2017-09-04T11:16:20"
"10387";"Receive Payment";"2017-09-07T12:52:50"
"10387";"Ship Goods Standard";"2017-09-11T03:20:05"
"10387";"Receive Delivery Confirmation";"2017-09-19T22:59:20"
"10388";"Receive Customer Order";"2017-08-01T08:29:57"
"10388";"Receive Payment";"2017-08-05T07:09:33"
"10388";"Ship Goods Standard";"2017-08-10T06:39:51"
"10388";"Receive Delivery Confirmation";"2017-08-29T20:38:05"
"10389";"Receive Customer Order";"2017-07-13T03:34:28"
"10389";"Receive Payment";"2017-07-15T21:31:51"
"10389";"Ship Goods Standard";"2017-07-19T16:02:15"
"10389";"Receive Delivery Confirmation";"2017-07-27T18:30:46"
"10390";"Receive Customer Order";"2017-06-16T16:17:43"
"10390";"Receive Payment";"2017-06-20T00:59:31"
"10390";"Ship Goods Standard";"2017-06-23T23:31:00"
"10390";"Receive Delivery Confirmation";"2017-07-09T00:46:39"
"10391";"Receive Customer Order";"2017-07-01T09:54:21"
"10391";"Receive Payment";"2017-07-04T09:35:03"
"10391";"Ship Goods Standard";"2017-07-07T22:22:21"
"10391";"Receive Delivery Confirmation";"2017-07-21T07:53:14"
"10392";"Receive Customer Order";"2017-06-04T13:41:49"
"10392";"Receive Payment";"2017-06-07T16:01:18"
"10392";"Ship Goods Standard";"2017-06-10T21:01:43"
"10392";"Receive Delivery Confirmation";"2017-06-20T16:55:50"
"10393";"Receive Customer Order";"2017-06-22T21:53:01"
"10393";"Receive Payment";"2017-06-27T13:23:06"
"10393";"Ship Goods Standard";"2017-06-28T04:23:09"
"10393";"Receive Delivery Confirmation";"2017-07-16T19:34:04"
"10394";"Receive Customer Order";"2017-07-29T03:03:49"
"10394";"Receive Payment";"2017-07-30T12:49:54"
"10394";"Ship Goods Standard";"2017-08-04T12:32:59"
"10394";"Receive Delivery Confirmation";"2017-08-15T00:05:57"
"10395";"Receive Customer Order";"2017-07-30T05:41:31"
"10395";"Receive Payment";"2017-08-01T07:38:33"
"10395";"Ship Goods Standard";"2017-08-05T23:29:49"
"10395";"Receive Delivery Confirmation";"2017-08-20T22:33:15"
"10396";"Receive Customer Order";"2017-09-27T12:59:45"
"10396";"Receive Payment";"2017-10-02T03:06:48"
"10396";"Ship Goods Standard";"2017-10-06T00:41:51"
"10396";"Receive Delivery Confirmation";"2017-10-25T20:26:02"
"10397";"Receive Customer Order";"2017-09-17T21:17:41"
"10397";"Receive Payment";"2017-09-21T07:18:01"
"10397";"Ship Goods Standard";"2017-09-21T14:43:15"
"10397";"Receive Delivery Confirmation";"2017-10-01T09:05:05"
"10398";"Receive Customer Order";"2017-09-29T17:41:14"
"10398";"Receive Payment";"2017-10-04T06:05:52"
"10398";"Ship Goods Standard";"2017-10-08T13:43:51"
"10398";"Receive Delivery Confirmation";"2017-10-14T12:34:34"
"10399";"Receive Customer Order";"2017-07-28T18:02:40"
"10399";"Receive Payment";"2017-07-30T19:40:24"
"10399";"Ship Goods Standard";"2017-08-03T06:28:11"
"10399";"Receive Delivery Confirmation";"2017-08-14T09:54:07"
"10400";"Receive Customer Order";"2017-07-16T02:42:01"
"10400";"Receive Payment";"2017-07-20T12:32:46"
"10400";"Order Canceled";"2017-07-22T08:29:52"
"10401";"Receive Customer Order";"2017-08-18T11:02:27"
"10401";"Receive Payment";"2017-08-22T22:06:04"
"10401";"Order Canceled";"2017-08-23T23:19:45"
"10402";"Receive Customer Order";"2017-09-06T00:30:53"
"10402";"Receive Payment";"2017-09-08T12:23:16"
"10402";"Order Canceled";"2017-09-09T00:00:31"
"10403";"Receive Customer Order";"2017-08-23T10:26:43"
"10403";"Receive Payment";"2017-08-26T11:57:21"
"10403";"Order Canceled";"2017-08-28T05:51:02"
"10404";"Receive Customer Order";"2017-06-30T01:10:05"
"10404";"Receive Payment";"2017-07-05T01:03:52"
"10404";"Order Canceled";"2017-07-07T00:09:44"
"10405";"Receive Customer Order";"2017-08-12T16:58:18"
"10405";"Receive Payment";"2017-08-16T13:58:47"
"10405";"Order Canceled";"2017-08-18T09:52:49"
"10406";"Receive Customer Order";"2017-08-10T04:38:19"
"10406";"Receive Payment";"2017-08-11T08:29:20"
"10406";"Order Canceled";"2017-08-11T11:42:06"
"10407";"Receive Customer Order";"2017-06-09T14:43:06"
"10407";"Receive Payment";"2017-06-13T06:12:54"
"10407";"Order Canceled";"2017-06-14T20:27:11"
"10408";"Receive Customer Order";"2017-09-27T00:53:23"
"10408";"Receive Payment";"2017-09-30T22:01:25"
"10408";"Order Canceled";"2017-10-02T12:57:32"
"10409";"Receive Customer Order";"2017-08-12T23:37:19"
"10409";"Receive Payment";"2017-08-17T01:25:09"
"10409";"Order Canceled";"2017-08-18T01:58:02"
"10410";"Receive Customer Order";"2017-09-12T16:57:26"
"10410";"Receive Payment";"2017-09-15T07:26:11"
"10410";"Send T-shirt to Printing";"2017-09-15T23:53:47"
"10410";"T-shirt Printed";"2017-09-17T10:52:51"
"10410";"Receive T-shirt from Printing";"2017-09-17T23:23:50"
"10410";"Ship Goods Standard";"2017-09-20T17:36:10"
"10410";"Receive Delivery Confirmation";"2017-09-28T22:10:40"
"10411";"Receive Customer Order";"2017-06-17T06:52:27"
"10411";"Receive Payment";"2017-06-21T12:07:59"
"10411";"Send T-shirt to Printing";"2017-06-22T04:18:18"
"10411";"T-shirt Printed";"2017-06-28T00:07:35"
"10411";"Receive T-shirt from Printing";"2017-07-01T13:58:18"
"10411";"Ship Goods Standard";"2017-07-02T05:59:55"
"10411";"Receive Delivery Confirmation";"2017-07-13T06:12:37"
"10412";"Receive Customer Order";"2017-09-17T16:19:19"
"10412";"Receive Payment";"2017-09-21T12:54:23"
"10412";"Send T-shirt to Printing";"2017-09-23T08:59:27"
"10412";"T-shirt Printed";"2017-09-28T09:49:40"
"10412";"Receive T-shirt from Printing";"2017-10-01T09:29:53"
"10412";"Ship Goods Standard";"2017-10-02T10:46:15"
"10412";"Receive Delivery Confirmation";"2017-10-14T06:27:35"
"10413";"Receive Customer Order";"2017-09-16T19:12:48"
"10413";"Receive Payment";"2017-09-18T13:56:36"
"10413";"Send T-shirt to Printing";"2017-09-20T01:09:09"
"10413";"T-shirt Printed";"2017-09-22T06:19:52"
"10413";"Receive T-shirt from Printing";"2017-09-22T19:30:18"
"10413";"Ship Goods Standard";"2017-09-26T19:57:47"
"10413";"Receive Delivery Confirmation";"2017-10-06T02:18:55"
"10414";"Receive Customer Order";"2017-07-22T20:27:20"
"10414";"Receive Payment";"2017-07-24T17:23:14"
"10414";"Send T-shirt to Printing";"2017-07-24T18:33:54"
"10414";"T-shirt Printed";"2017-07-25T13:03:54"
"10414";"Receive T-shirt from Printing";"2017-07-27T03:13:00"
"10414";"Ship Goods Standard";"2017-07-30T04:04:54"
"10414";"Receive Delivery Confirmation";"2017-08-05T00:35:35"
"10415";"Receive Customer Order";"2017-06-06T22:35:05"
"10415";"Receive Payment";"2017-06-09T10:23:50"
"10415";"Send T-shirt to Printing";"2017-06-10T10:10:40"
"10415";"T-shirt Printed";"2017-06-11T04:44:34"
"10415";"Receive T-shirt from Printing";"2017-06-14T21:28:41"
"10415";"Ship Goods Standard";"2017-06-18T07:12:24"
"10415";"Receive Delivery Confirmation";"2017-07-05T16:28:03"
"10416";"Receive Customer Order";"2017-09-08T10:30:44"
"10416";"Receive Payment";"2017-09-12T13:20:28"
"10416";"Send T-shirt to Printing";"2017-09-13T23:42:24"
"10416";"T-shirt Printed";"2017-09-14T14:56:17"
"10416";"Receive T-shirt from Printing";"2017-09-18T07:11:01"
"10416";"Ship Goods Standard";"2017-09-19T16:58:38"
"10416";"Receive Delivery Confirmation";"2017-09-30T22:44:32"
"10417";"Receive Customer Order";"2017-09-18T06:51:38"
"10417";"Receive Payment";"2017-09-21T10:15:18"
"10417";"Send T-shirt to Printing";"2017-09-24T09:14:29"
"10417";"T-shirt Printed";"2017-09-25T09:18:05"
"10417";"Receive T-shirt from Printing";"2017-09-26T15:16:11"
"10417";"Ship Goods Standard";"2017-09-27T04:56:47"
"10417";"Receive Delivery Confirmation";"2017-10-14T17:18:15"
"10418";"Receive Customer Order";"2017-07-28T07:36:05"
"10418";"Receive Payment";"2017-07-29T10:44:50"
"10418";"Send T-shirt to Printing";"2017-08-01T03:24:40"
"10418";"T-shirt Printed";"2017-08-06T01:14:18"
"10418";"Receive T-shirt from Printing";"2017-08-07T17:58:43"
"10418";"Ship Goods Standard";"2017-08-08T07:04:33"
"10418";"Receive Delivery Confirmation";"2017-08-26T00:59:56"
"10419";"Receive Customer Order";"2017-07-27T10:16:12"
"10419";"Receive Payment";"2017-07-29T06:27:44"
"10419";"Send T-shirt to Printing";"2017-07-31T17:40:51"
"10419";"T-shirt Printed";"2017-08-02T13:24:34"
"10419";"Receive T-shirt from Printing";"2017-08-06T03:55:36"
"10419";"Ship Goods Standard";"2017-08-08T10:57:12"
"10419";"Receive Delivery Confirmation";"2017-08-12T13:15:51"
"10420";"Receive Customer Order";"2017-09-22T16:05:44"
"10420";"Receive Payment";"2017-09-25T05:09:42"
"10420";"Send T-shirt to Printing";"2017-09-25T08:41:37"
"10420";"T-shirt Printed";"2017-09-28T15:33:34"
"10420";"Receive T-shirt from Printing";"2017-09-29T14:02:30"
"10420";"Ship Goods Standard";"2017-10-01T19:17:47"
"10420";"Receive Delivery Confirmation";"2017-10-13T13:37:23"
"10421";"Receive Customer Order";"2017-09-14T01:35:58"
"10421";"Receive Payment";"2017-09-17T14:45:30"
"10421";"Send T-shirt to Printing";"2017-09-19T16:57:04"
"10421";"T-shirt Printed";"2017-09-21T23:03:43"
"10421";"Receive T-shirt from Printing";"2017-09-23T12:11:02"
"10421";"Ship Goods Standard";"2017-09-26T11:37:41"
"10421";"Receive Delivery Confirmation";"2017-10-02T20:11:48"
"10422";"Receive Customer Order";"2017-06-22T05:57:05"
"10422";"Receive Payment";"2017-06-26T14:56:38"
"10422";"Send T-shirt to Printing";"2017-06-28T08:40:09"
"10422";"T-shirt Printed";"2017-07-04T01:52:40"
"10422";"Receive T-shirt from Printing";"2017-07-07T10:31:18"
"10422";"Ship Goods Standard";"2017-07-10T13:39:58"
"10422";"Receive Delivery Confirmation";"2017-07-16T08:01:54"
"10423";"Receive Customer Order";"2017-08-16T14:20:21"
"10423";"Receive Payment";"2017-08-19T17:35:25"
"10423";"Send T-shirt to Printing";"2017-08-20T22:35:15"
"10423";"T-shirt Printed";"2017-08-22T02:58:02"
"10423";"Receive T-shirt from Printing";"2017-08-23T17:31:19"
"10423";"Ship Goods Standard";"2017-08-24T10:33:46"
"10423";"Receive Delivery Confirmation";"2017-09-12T20:10:13"
"10424";"Receive Customer Order";"2017-09-08T07:48:07"
"10424";"Receive Payment";"2017-09-10T16:21:58"
"10424";"Send T-shirt to Printing";"2017-09-12T09:07:56"
"10424";"T-shirt Printed";"2017-09-14T09:38:12"
"10424";"Receive T-shirt from Printing";"2017-09-17T22:12:35"
"10424";"Ship Goods Standard";"2017-09-19T04:56:01"
"10424";"Receive Delivery Confirmation";"2017-10-07T18:31:41"
"10425";"Receive Customer Order";"2017-06-06T06:28:12"
"10425";"Receive Payment";"2017-06-09T15:38:55"
"10425";"Send T-shirt to Printing";"2017-06-09T18:10:03"
"10425";"T-shirt Printed";"2017-06-10T07:26:11"
"10425";"Receive T-shirt from Printing";"2017-06-11T06:02:56"
"10425";"Ship Goods Standard";"2017-06-13T20:32:42"
"10425";"Receive Delivery Confirmation";"2017-06-27T01:03:34"
"10426";"Receive Customer Order";"2017-08-05T17:26:48"
"10426";"Receive Payment";"2017-08-08T21:38:32"
"10426";"Send T-shirt to Printing";"2017-08-09T17:35:49"
"10426";"T-shirt Printed";"2017-08-15T16:11:59"
"10426";"Receive T-shirt from Printing";"2017-08-18T16:15:55"
"10426";"Ship Goods Standard";"2017-08-21T21:56:08"
"10426";"Receive Delivery Confirmation";"2017-08-26T09:36:37"
"10427";"Receive Customer Order";"2017-08-29T01:26:12"
"10427";"Receive Payment";"2017-08-30T18:20:44"
"10427";"Send T-shirt to Printing";"2017-09-02T10:12:10"
"10427";"T-shirt Printed";"2017-09-04T12:05:14"
"10427";"Receive T-shirt from Printing";"2017-09-08T09:42:09"
"10427";"Ship Goods Standard";"2017-09-13T03:43:30"
"10427";"Receive Delivery Confirmation";"2017-09-30T09:02:26"
"10428";"Receive Customer Order";"2017-07-26T00:52:29"
"10428";"Receive Payment";"2017-07-29T15:11:03"
"10428";"Send T-shirt to Printing";"2017-08-01T12:42:54"
"10428";"T-shirt Printed";"2017-08-07T03:12:41"
"10428";"Receive T-shirt from Printing";"2017-08-10T02:33:18"
"10428";"Ship Goods Standard";"2017-08-13T13:01:25"
"10428";"Receive Delivery Confirmation";"2017-08-24T01:22:43"
"10429";"Receive Customer Order";"2017-06-01T21:57:39"
"10429";"Receive Payment";"2017-06-04T20:43:11"
"10429";"Send T-shirt to Printing";"2017-06-05T05:15:29"
"10429";"T-shirt Printed";"2017-06-09T11:42:11"
"10429";"Receive T-shirt from Printing";"2017-06-12T19:35:43"
"10429";"Ship Goods Standard";"2017-06-16T15:26:34"
"10429";"Receive Delivery Confirmation";"2017-06-21T23:17:57"
"10430";"Receive Customer Order";"2017-07-10T15:43:24"
"10430";"Receive Payment";"2017-07-12T10:30:16"
"10430";"Send T-shirt to Printing";"2017-07-14T07:06:49"
"10430";"T-shirt Printed";"2017-07-14T21:27:34"
"10430";"Receive T-shirt from Printing";"2017-07-17T22:08:10"
"10430";"Ship Goods Standard";"2017-07-20T11:32:37"
"10430";"Receive Delivery Confirmation";"2017-07-27T05:24:08"
"10431";"Receive Customer Order";"2017-09-22T17:02:52"
"10431";"Receive Payment";"2017-09-26T06:55:16"
"10431";"Send T-shirt to Printing";"2017-09-28T11:57:34"
"10431";"T-shirt Printed";"2017-09-28T21:13:04"
"10431";"Receive T-shirt from Printing";"2017-09-29T06:09:45"
"10431";"Ship Goods Standard";"2017-10-01T14:19:56"
"10431";"Receive Delivery Confirmation";"2017-10-15T11:55:54"
"10432";"Receive Customer Order";"2017-09-07T05:28:46"
"10432";"Receive Payment";"2017-09-10T01:35:29"
"10432";"Send T-shirt to Printing";"2017-09-10T04:21:40"
"10432";"T-shirt Printed";"2017-09-13T09:01:22"
"10432";"Receive T-shirt from Printing";"2017-09-16T15:22:41"
"10432";"Ship Goods Standard";"2017-09-21T07:47:18"
"10432";"Receive Delivery Confirmation";"2017-09-30T02:47:13"
"10433";"Receive Customer Order";"2017-06-24T12:56:21"
"10433";"Receive Payment";"2017-06-29T11:39:03"
"10433";"Send T-shirt to Printing";"2017-07-01T07:57:51"
"10433";"T-shirt Printed";"2017-07-04T19:39:20"
"10433";"Receive T-shirt from Printing";"2017-07-08T14:07:43"
"10433";"Ship Goods Standard";"2017-07-09T19:21:01"
"10433";"Receive Delivery Confirmation";"2017-07-16T19:46:55"
"10434";"Receive Customer Order";"2017-07-20T00:36:20"
"10434";"Receive Payment";"2017-07-23T15:53:21"
"10434";"Send T-shirt to Printing";"2017-07-23T17:05:39"
"10434";"T-shirt Printed";"2017-07-24T19:05:06"
"10434";"Receive T-shirt from Printing";"2017-07-27T14:20:43"
"10434";"Ship Goods Standard";"2017-07-28T02:58:29"
"10434";"Receive Delivery Confirmation";"2017-08-04T10:27:42"
"10435";"Receive Customer Order";"2017-08-24T05:27:27"
"10435";"Receive Payment";"2017-08-26T19:45:18"
"10435";"Send T-shirt to Printing";"2017-08-27T09:38:55"
"10435";"T-shirt Printed";"2017-08-28T01:24:12"
"10435";"Receive T-shirt from Printing";"2017-08-31T01:40:07"
"10435";"Ship Goods Standard";"2017-09-03T20:46:10"
"10435";"Receive Delivery Confirmation";"2017-09-16T23:20:45"
"10436";"Receive Customer Order";"2017-08-23T06:27:10"
"10436";"Receive Payment";"2017-08-24T15:57:33"
"10436";"Send T-shirt to Printing";"2017-08-27T08:29:13"
"10436";"T-shirt Printed";"2017-09-02T04:39:32"
"10436";"Receive T-shirt from Printing";"2017-09-03T03:16:28"
"10436";"Ship Goods Standard";"2017-09-03T23:02:44"
"10436";"Receive Delivery Confirmation";"2017-09-08T09:51:02"
"10437";"Receive Customer Order";"2017-06-17T16:57:06"
"10437";"Receive Payment";"2017-06-20T18:24:23"
"10437";"Send T-shirt to Printing";"2017-06-23T10:07:01"
"10437";"T-shirt Printed";"2017-06-27T02:42:40"
"10437";"Receive T-shirt from Printing";"2017-07-01T00:59:30"
"10437";"Ship Goods Standard";"2017-07-04T11:13:37"
"10437";"Receive Delivery Confirmation";"2017-07-10T16:29:38"
"10438";"Receive Customer Order";"2017-06-18T16:27:48"
"10438";"Receive Payment";"2017-06-23T06:24:36"
"10438";"Send T-shirt to Printing";"2017-06-24T01:09:13"
"10438";"T-shirt Printed";"2017-06-26T01:48:57"
"10438";"Receive T-shirt from Printing";"2017-06-28T03:37:13"
"10438";"Ship Goods Standard";"2017-06-28T14:55:48"
"10438";"Receive Delivery Confirmation";"2017-07-13T08:13:28"
"10439";"Receive Customer Order";"2017-06-30T20:59:48"
"10439";"Receive Payment";"2017-07-03T20:05:16"
"10439";"Send T-shirt to Printing";"2017-07-04T20:35:44"
"10439";"T-shirt Printed";"2017-07-09T04:51:40"
"10439";"Receive T-shirt from Printing";"2017-07-12T07:31:36"
"10439";"Ship Goods Standard";"2017-07-14T00:00:04"
"10439";"Receive Delivery Confirmation";"2017-07-30T02:47:10"
"10440";"Receive Customer Order";"2017-09-08T21:41:36"
"10440";"Receive Payment";"2017-09-10T01:18:19"
"10440";"Send T-shirt to Printing";"2017-09-10T20:41:40"
"10440";"T-shirt Printed";"2017-09-14T18:20:12"
"10440";"Receive T-shirt from Printing";"2017-09-16T13:47:18"
"10440";"Ship Goods Standard";"2017-09-17T15:45:36"
"10440";"Receive Delivery Confirmation";"2017-09-27T18:31:05"
"10441";"Receive Customer Order";"2017-07-12T21:43:30"
"10441";"Receive Payment";"2017-07-17T17:24:07"
"10441";"Send T-shirt to Printing";"2017-07-19T16:34:10"
"10441";"T-shirt Printed";"2017-07-22T21:27:32"
"10441";"Receive T-shirt from Printing";"2017-07-26T12:14:24"
"10441";"Ship Goods Standard";"2017-07-31T10:59:42"
"10441";"Receive Delivery Confirmation";"2017-08-19T19:44:47"
"10442";"Receive Customer Order";"2017-09-29T06:35:06"
"10442";"Receive Payment";"2017-09-30T21:01:13"
"10442";"Send T-shirt to Printing";"2017-10-01T09:09:30"
"10442";"T-shirt Printed";"2017-10-05T00:48:13"
"10442";"Receive T-shirt from Printing";"2017-10-08T01:59:47"
"10442";"Ship Goods Standard";"2017-10-12T21:42:36"
"10442";"Receive Delivery Confirmation";"2017-10-18T05:14:06"
"10443";"Receive Customer Order";"2017-08-29T17:06:45"
"10443";"Receive Payment";"2017-08-31T18:04:45"
"10443";"Send T-shirt to Printing";"2017-09-01T11:38:32"
"10443";"T-shirt Printed";"2017-09-03T11:12:55"
"10443";"Receive T-shirt from Printing";"2017-09-05T09:04:47"
"10443";"Ship Goods Standard";"2017-09-07T17:21:09"
